MTS***|MPT|***|*|*|*|*|*|*|*|*|*

Cyclic Acquisition						Time:	20,048504	Sec	14/12/2021 9:40:47
Stored at: 	100	cycle			Stored for: 	2	segments			Relative to: 	1	cycle
Points: 	51
Time	Axial Desplazamiento	Axial Fuerza	Axial Count
30,051596	-0,27929342	-79,863029	598
30,053549	-0,27941936	-80,573097	599
30,055502	-0,27971381	-80,375572	599
30,057455	-0,27978063	-79,361099	599
30,059408	-0,27930978	-77,912102	599
30,061361	-0,27843124	-75,854668	599
30,063314	-0,27859449	-73,648804	599
30,065268	-0,27707756	-71,095932	599
30,067221	-0,27668539	-68,446327	599
30,069174	-0,27474687	-65,173637	599
30,071127	-0,27389774	-61,177151	599
30,07308	-0,27319211	-56,817287	599
30,075033	-0,27077106	-52,340416	599
30,076986	-0,26933032	-47,734505	599
30,078939	-0,2664803	-43,710503	599
30,080893	-0,26400861	-39,632187	599
30,082846	-0,26128018	-35,408436	599
30,084799	-0,25924763	-31,523239	599
30,086752	-0,25703034	-28,023039	599
30,088705	-0,25404444	-24,885313	599
30,090658	-0,25105119	-21,413864	599
30,092611	-0,24771748	-18,440378	599
30,094564	-0,24417146	-15,896329	599
30,096518	-0,24211344	-13,353726	599
30,098471	-0,23863268	-11,015004	599
30,100424	-0,23635699	-9,2033663	599

Cyclic Acquisition						Time:	40,139324	Sec	14/12/2021 9:41:07
Stored at: 	400	cycle			Stored for: 	2	segments			Relative to: 	1	cycle
Points: 	51
Time	Axial Desplazamiento	Axial Fuerza	Axial Count
Sec	mm	kgf	segments
40,002769	-0,25975791	-7,399919	798
40,004723	-0,25899658	-6,1425591	798
40,006676	-0,25743088	-5,4152503	798
40,008629	-0,25682151	-4,9532685	798
40,010582	-0,25583002	-5,2032433	798
40,012535	-0,25739086	-5,7881079	798
40,014488	-0,25825262	-6,906743	798
40,016441	-0,25958729	-8,7670879	798
40,018394	-0,26103088	-11,176257	798
40,020348	-0,26564193	-14,238883	798
40,022301	-0,26958269	-18,052242	798
40,024254	-0,27384442	-22,88031	798
40,026207	-0,27775872	-28,978485	798
40,02816	-0,28260636	-35,787418	798
40,030113	-0,28575063	-43,202862	798
40,032066	-0,28766051	-49,237083	798
40,034019	-0,29133713	-54,016315	798
40,035973	-0,29229823	-57,451721	798
40,037926	-0,29494569	-60,635391	798
40,039879	-0,29753351	-64,269745	798
40,041832	-0,2982831	-67,466957	798
40,043785	-0,2999227	-71,117775	798
40,045738	-0,30201387	-74,90892	798
40,047691	-0,30264378	-77,274475	798
40,049644	-0,30411571	-78,942894	798
40,051598	-0,3056868	-79,893181	798
40,053551	-0,3055084	-80,521484	799
40,055504	-0,30684227	-80,485252	799
40,057457	-0,30683962	-79,625175	799
40,05941	-0,3046928	-78,218262	799
40,061363	-0,30627313	-76,432098	799
40,063316	-0,3044515	-74,241188	799
40,065269	-0,30413368	-71,778931	799
40,067223	-0,30269283	-68,862686	799
40,069176	-0,3013064	-65,486191	799
40,071129	-0,30081859	-61,60181	799
40,073082	-0,29895112	-57,17868	799
40,075035	-0,29719225	-52,636524	799
40,076988	-0,2961171	-48,03064	799
40,078941	-0,29185966	-43,92194	799
40,080894	-0,29046553	-39,808311	799
40,082848	-0,28713942	-35,875954	799
40,084801	-0,28548265	-31,792416	799
40,086754	-0,28247702	-28,386055	799
40,088707	-0,28080612	-24,881929	799
40,09066	-0,27724496	-21,330824	799
40,092613	-0,27426007	-18,238651	799
40,094566	-0,27286145	-15,981943	799
40,096519	-0,26953304	-13,515272	799
40,098473	-0,26672801	-11,056921	799
40,100426	-0,26426443	-9,2420025	799

Cyclic Acquisition						Time:	60,032227	Sec	14/12/2021 9:41:27
Stored at: 	500	cycle			Stored for: 	2	segments			Relative to: 	1	cycle
Points: 	51
Time	Axial Desplazamiento	Axial Fuerza	Axial Count
Sec	mm	kgf	segments
50,002769	-0,28342804	-7,8960199	998
50,004723	-0,28228328	-6,7524743	998
50,006676	-0,28026474	-6,1346979	998
50,008629	-0,27965966	-5,7767215	998
50,010582	-0,27891934	-5,6189995	998
50,012535	-0,28007776	-6,6302967	998
50,014488	-0,280359	-7,9329014	998
50,016441	-0,28395081	-9,7800779	998
50,018394	-0,28571773	-12,181511	998
50,020348	-0,28839725	-15,508346	998
50,022301	-0,29206017	-19,364687	998
50,024254	-0,29688326	-24,673891	998
50,026207	-0,30157921	-30,859888	998
50,02816	-0,30475906	-37,956619	998
50,030113	-0,30893245	-44,508892	998
50,032066	-0,31099692	-50,184105	998
50,034019	-0,31396112	-54,672306	998
50,035973	-0,31558272	-58,128067	998
50,037926	-0,31660572	-61,469704	998
50,039879	-0,31901041	-64,604919	998
50,041832	-0,32020515	-68,617706	998
50,043785	-0,3229928	-72,508408	998
50,045738	-0,32516325	-75,611427	998
50,047691	-0,32499775	-77,915878	998
50,049644	-0,32690731	-79,565788	998
50,051598	-0,32731271	-80,872475	998
50,053551	-0,32754427	-81,170097	999
50,055504	-0,3277525	-81,085831	999
50,057457	-0,32745069	-80,214211	999
50,05941	-0,32807723	-79,147675	999
50,061363	-0,3281886	-76,924477	999
50,063316	-0,32750687	-75,043571	999
50,065269	-0,32575083	-72,44313	999
50,067223	-0,3261126	-69,701996	999
50,069176	-0,32383966	-65,903564	999
50,071129	-0,32287756	-61,975269	999
50,073082	-0,32185981	-57,795448	999
50,075035	-0,31927866	-53,389977	999
50,076988	-0,31676865	-48,760017	999
50,078941	-0,31523204	-44,79594	999
50,080894	-0,31339812	-40,833652	999
50,082848	-0,31060985	-36,794975	999
50,084801	-0,308265	-32,412136	999
50,086754	-0,30491927	-28,735203	999
50,088707	-0,30311191	-25,254223	999
50,09066	-0,30082414	-21,717728	999
50,092613	-0,29758704	-18,893074	999
50,094566	-0,29500249	-16,316353	999
50,096519	-0,29189399	-13,730267	999
50,098473	-0,28898278	-11,686064	999
50,100426	-0,28613949	-10,025185	999

Cyclic Acquisition						Time:	70,07666	Sec	14/12/2021 9:41:37
Stored at: 	600	cycle			Stored for: 	2	segments			Relative to: 	1	cycle
Points: 	51
Time	Axial Desplazamiento	Axial Fuerza	Axial Count
Sec	mm	kgf	segments
60,002769	-0,30170164	-8,0012474	1198
60,004723	-0,30066428	-6,8773055	1198
60,006676	-0,2996476	-5,7637835	1198
60,008629	-0,29946983	-5,7027702	1198
60,010582	-0,29854628	-5,9409566	1198
60,012535	-0,29890698	-6,6237993	1198
60,014488	-0,30008146	-7,8609767	1198
60,016441	-0,30159348	-9,7950001	1198
60,018394	-0,30460453	-12,62868	1198
60,020348	-0,30710018	-15,762185	1198
60,022301	-0,31135204	-19,717503	1198
60,024254	-0,31626347	-24,380558	1198
60,026207	-0,32031569	-30,959686	1198
60,02816	-0,32295948	-38,037552	1198
60,030113	-0,32690629	-44,376812	1198
60,032066	-0,33006385	-49,7276	1198
60,034019	-0,33214644	-54,399765	1198
60,035973	-0,33372962	-58,067631	1198
60,037926	-0,33523104	-61,387318	1198
60,039879	-0,33709604	-64,9198	1198
60,041832	-0,33976069	-68,682281	1198
60,043785	-0,34045896	-72,017525	1198
60,045738	-0,34197628	-75,228004	1198
60,047691	-0,34276667	-77,647797	1198
60,049644	-0,34418482	-79,495575	1198
60,051598	-0,34646142	-80,506569	1198
60,053551	-0,34623459	-80,998734	1199
60,055504	-0,34715295	-80,907257	1199
60,057457	-0,34533149	-79,947548	1199
60,05941	-0,34542629	-78,679489	1199
60,061363	-0,34559345	-77,086349	1199
60,063316	-0,34581786	-74,830643	1199
60,065269	-0,34424576	-72,122322	1199
60,067223	-0,3436065	-68,958145	1199
60,069176	-0,34266466	-65,263565	1199
60,071129	-0,34032491	-61,473045	1199
60,073082	-0,33880341	-57,198883	1199
60,075035	-0,33715776	-53,031761	1199
60,076988	-0,33445695	-48,459225	1199
60,078941	-0,33266518	-44,324932	1199
60,080894	-0,33154339	-40,301155	1199
60,082848	-0,32796606	-35,917076	1199
60,084801	-0,32699436	-32,039669	1199
60,086754	-0,32360545	-28,214504	1199
60,088707	-0,32039049	-24,562145	1199
60,09066	-0,31869245	-21,013756	1199
60,092613	-0,31526411	-18,174482	1199
60,094566	-0,31307426	-15,757772	1199
60,096519	-0,30927259	-13,368086	1199
60,098473	-0,30785081	-11,226928	1199
60,100426	-0,30547428	-9,1230221	1199

Cyclic Acquisition						Time:	80,12175	Sec	14/12/2021 9:41:47
Stored at: 	700	cycle			Stored for: 	2	segments			Relative to: 	1	cycle
Points: 	51
Time	Axial Desplazamiento	Axial Fuerza	Axial Count
Sec	mm	kgf	segments
70,002769	-0,31879973	-7,3062239	1398
70,004723	-0,3161799	-6,3021555	1398
70,006676	-0,31638035	-5,7623205	1398
70,008629	-0,31569469	-5,3118353	1398
70,010582	-0,3140617	-5,4659004	1398
70,012535	-0,31501544	-6,2628713	1398
70,014488	-0,31684282	-7,4641337	1398
70,016441	-0,31824574	-9,2767115	1398
70,018394	-0,32094082	-11,732806	1398
70,020348	-0,32383192	-15,217896	1398
70,022301	-0,32835108	-19,07136	1398
70,024254	-0,3309865	-24,047487	1398
70,026207	-0,3358542	-30,285576	1398
70,02816	-0,33948177	-36,790401	1398
70,030113	-0,34322718	-43,322681	1398
70,032066	-0,34599185	-48,831432	1398
70,034019	-0,34819517	-53,803867	1398
70,035973	-0,35109237	-57,812359	1398
70,037926	-0,35289302	-60,97208	1398
70,039879	-0,35404417	-64,523849	1398
70,041832	-0,35656127	-68,23365	1398
70,043785	-0,35818201	-71,835594	1398
70,045738	-0,35941967	-74,653542	1398
70,047691	-0,3605904	-77,215736	1398
70,049644	-0,36370996	-79,120506	1398
70,051598	-0,36315182	-80,038673	1398
70,053551	-0,36369175	-80,274345	1399
70,055504	-0,36324012	-80,312637	1399
70,057457	-0,36286396	-79,617401	1399
70,05941	-0,36408448	-78,129288	1399
70,061363	-0,36356053	-76,192276	1399
70,063316	-0,36302388	-73,906647	1399
70,065269	-0,36167717	-71,492722	1399
70,067223	-0,35998875	-68,405434	1399
70,069176	-0,35806429	-64,936646	1399
70,071129	-0,35720742	-60,916103	1399
70,073082	-0,35617161	-56,853184	1399
70,075035	-0,35402474	-52,419441	1399
70,076988	-0,35121804	-47,911346	1399
70,078941	-0,34819454	-43,629116	1399
70,080894	-0,3472071	-39,72327	1399
70,082848	-0,34376389	-35,518391	1399
70,084801	-0,34176931	-31,480612	1399
70,086754	-0,33866388	-27,672077	1399
70,088707	-0,33587074	-24,277336	1399
70,09066	-0,33432633	-20,905478	1399
70,092613	-0,33156157	-17,895504	1399
70,094566	-0,32808807	-15,39641	1399
70,096519	-0,32543916	-12,893483	1399
70,098473	-0,32420787	-10,738851	1399
70,100426	-0,32093877	-8,6686087	1399

Cyclic Acquisition						Time:	80,123535	Sec	14/12/2021 9:41:47
Stored at: 	800	cycle			Stored for: 	2	segments			Relative to: 	1	cycle
Points: 	51
Time	Axial Desplazamiento	Axial Fuerza	Axial Count
Sec	mm	kgf	segments
80,002769	-0,33252946	-7,2240415	1598
80,004723	-0,33240211	-6,2036762	1598
80,006676	-0,33029738	-5,2154241	1598
80,008629	-0,3296788	-4,9485254	1598
80,010582	-0,3291547	-4,9938269	1598
80,012535	-0,32966575	-5,6932378	1598
80,014488	-0,33106333	-6,8714552	1598
80,016441	-0,332553	-9,0719128	1598
80,018394	-0,33423498	-11,393252	1598
80,020348	-0,33774731	-14,792884	1598
80,022301	-0,34290153	-18,657352	1598
80,024254	-0,34559652	-23,348286	1598
80,026207	-0,35084513	-29,671503	1598
80,02816	-0,3556549	-36,380451	1598
80,030113	-0,35854679	-43,194214	1598
80,032066	-0,36191031	-48,703831	1598
80,034019	-0,36440924	-53,605629	1598
80,035973	-0,36741638	-57,509388	1598
80,037926	-0,36957142	-60,86219	1598
80,039879	-0,37087253	-64,352509	1598
80,041832	-0,37243116	-67,755562	1598
80,043785	-0,37357906	-71,245445	1598
80,045738	-0,37555355	-74,608086	1598
80,047691	-0,3758125	-76,926147	1598
80,049644	-0,37752584	-78,858917	1598
80,051598	-0,37799913	-79,757278	1598
80,053551	-0,37782827	-79,96907	1599
80,055504	-0,37694195	-79,84687	1599
80,057457	-0,37846282	-79,134712	1599
80,05941	-0,37838042	-77,90239	1599
80,061363	-0,37707913	-76,001503	1599
80,063316	-0,3766751	-73,984886	1599
80,065269	-0,37632343	-71,024757	1599
80,067223	-0,37512195	-67,814957	1599
80,069176	-0,37512746	-64,671585	1599
80,071129	-0,37320998	-60,882771	1599
80,073082	-0,37135583	-57,097519	1599
80,075035	-0,37000707	-52,332325	1599
80,076988	-0,36772725	-47,325165	1599
80,078941	-0,36623034	-43,255646	1599
80,080894	-0,36249191	-39,314892	1599
80,082848	-0,36083335	-35,565151	1599
80,084801	-0,357939	-31,357809	1599
80,086754	-0,35518363	-27,58584	1599
80,088707	-0,3519991	-23,745232	1599
80,09066	-0,34874186	-20,438215	1599
80,092613	-0,34596223	-17,732397	1599
80,094566	-0,34329775	-15,190085	1599
80,096519	-0,34137857	-12,869598	1599
80,098473	-0,33874947	-10,624758	1599
80,100426	-0,33574969	-8,6823568	1599

Cyclic Acquisition						Time:	100,01611	Sec	14/12/2021 9:42:07
Stored at: 	900	cycle			Stored for: 	2	segments			Relative to: 	1	cycle
Points: 	51
Time	Axial Desplazamiento	Axial Fuerza	Axial Count
Sec	mm	kgf	segments
90,002769	-0,3471325	-7,1665597	1798
90,004723	-0,34434772	-6,0261898	1798
90,006676	-0,3439351	-5,1295848	1798
90,008629	-0,34246656	-4,7489343	1798
90,010582	-0,34213063	-4,9500508	1798
90,012535	-0,34353375	-5,6787171	1798
90,014488	-0,34550661	-6,9790235	1798
90,016441	-0,34740329	-8,9455147	1798
90,018394	-0,34899768	-11,197191	1798
90,020348	-0,35421458	-14,742108	1798
90,022301	-0,35834813	-18,539337	1798
90,024254	-0,36056441	-23,493925	1798
90,026207	-0,36580765	-29,90271	1798
90,02816	-0,36999154	-36,84174	1798
90,030113	-0,37222573	-43,436211	1798
90,032066	-0,37595695	-48,923588	1798
90,034019	-0,37805042	-53,516434	1798
90,035973	-0,38044101	-57,205776	1798
90,037926	-0,3813124	-60,908165	1798
90,039879	-0,38386464	-64,581284	1798
90,041832	-0,38545084	-68,077255	1798
90,043785	-0,38704261	-71,57338	1798
90,045738	-0,3874824	-74,668686	1798
90,047691	-0,38941327	-77,128693	1798
90,049644	-0,39046791	-79,005981	1798
90,051598	-0,39023328	-80,032867	1798
90,053551	-0,39006796	-80,414795	1799
90,055504	-0,39201793	-79,90258	1799
90,057457	-0,39056334	-78,836502	1799
90,05941	-0,39068288	-77,985962	1799
90,061363	-0,39103663	-76,254341	1799
90,063316	-0,39014357	-73,896889	1799
90,065269	-0,38918146	-71,436386	1799
90,067223	-0,38821137	-68,436989	1799
90,069176	-0,38810056	-65,145721	1799
90,071129	-0,38600954	-60,899261	1799
90,073082	-0,38351151	-56,727753	1799
90,075035	-0,38243777	-52,622063	1799
90,076988	-0,38002431	-48,068497	1799
90,078941	-0,37896493	-43,773415	1799
90,080894	-0,37631178	-39,633293	1799
90,082848	-0,37351367	-35,711758	1799
90,084801	-0,37232611	-31,646832	1799
90,086754	-0,36990693	-27,774443	1799
90,088707	-0,36664757	-23,931185	1799
90,09066	-0,36422595	-20,659348	1799
90,092613	-0,36091509	-17,769382	1799
90,094566	-0,35797128	-15,048771	1799
90,096519	-0,35481638	-12,776472	1799
90,098473	-0,35202712	-10,966339	1799
90,100426	-0,34900585	-9,2447815	1799

Cyclic Acquisition						Time:	110,0612	Sec	14/12/2021 9:42:17
Stored at: 	1000	cycle			Stored for: 	2	segments			Relative to: 	1	cycle
Points: 	51
Time	Axial Desplazamiento	Axial Fuerza	Axial Count
Sec	mm	kgf	segments
100,00277	-0,3617585	-7,2087893	1998
100,00472	-0,35893223	-6,0897932	1998
100,00668	-0,35669205	-5,5509405	1998
100,00863	-0,35661951	-5,0356183	1998
100,01058	-0,35642716	-5,0282221	1998
100,01254	-0,35806429	-5,7313781	1998
100,01449	-0,35800749	-7,490417	1998
100,01644	-0,35962406	-9,4937124	1998
100,01839	-0,36411902	-12,060008	1998
100,02035	-0,36717623	-15,042732	1998
100,0223	-0,3705768	-19,112352	1998
100,02425	-0,3744911	-24,027157	1998
100,02621	-0,37835857	-30,95018	1998
100,02816	-0,38217765	-37,866138	1998
100,03011	-0,38514823	-44,11372	1998
100,03207	-0,38895214	-49,547668	1998
100,03402	-0,39069512	-54,019848	1998
100,03597	-0,3924759	-57,513065	1998
100,03793	-0,39366591	-60,910816	1998
100,03988	-0,39523169	-64,886574	1998
100,04183	-0,39834449	-68,749794	1998
100,04379	-0,39953601	-72,183167	1998
100,04574	-0,40106067	-75,244965	1998
100,04769	-0,40207019	-77,371834	1998
100,04964	-0,40219891	-79,393585	1998
100,0516	-0,40473831	-80,371773	1998
100,05355	-0,40338525	-80,731178	1999
100,0555	-0,40342119	-80,570068	1999
100,05746	-0,40344673	-79,900261	1999
100,05941	-0,40383953	-78,587128	1999
100,06136	-0,40327388	-76,765274	1999
100,06332	-0,4031944	-74,435387	1999
100,06527	-0,40205139	-72,025764	1999
100,06722	-0,40158299	-69,067513	1999
100,06918	-0,39916825	-65,411469	1999
100,07113	-0,39887911	-61,403698	1999
100,07308	-0,39683551	-57,371872	1999
100,07504	-0,39506984	-52,9958	1999
100,07699	-0,39176744	-48,030285	1999
100,07894	-0,39057067	-43,978588	1999
100,08089	-0,38945824	-40,214893	1999
100,08285	-0,38741824	-36,18713	1999
100,0848	-0,38383338	-32,173817	1999
100,08675	-0,38194975	-28,180902	1999
100,08871	-0,37883228	-24,332937	1999
100,09066	-0,37601733	-20,770325	1999
100,09261	-0,37450969	-18,247551	1999
100,09457	-0,37136215	-15,819835	1999
100,09652	-0,36964601	-13,456808	1999
100,09847	-0,36707041	-11,320622	1999
100,10043	-0,36483389	-9,5635424	1999
